Electoral district number,Electoral district name,Political affiliation (2015),% Votes obtained (2015)
35098,Scarborough Southwest,NDP-New Democratic Party,23.7
35098,Scarborough Southwest,Conservative,21.2
35098,Scarborough Southwest,Green Party,2.6
35099,Simcoe--Grey,Green Party,4.4
35099,Simcoe--Grey,Conservative,46.6
35099,Simcoe--Grey,Liberal,38.6
35099,Simcoe--Grey,NDP-New Democratic Party,9.6
35099,Simcoe--Grey,Christian Heritage Party,0.8
35100,Simcoe North,NDP-New Democratic Party,10.6
35100,Simcoe North,No Affiliation,1.1
35100,Simcoe North,Liberal,39.8
35100,Simcoe North,Conservative,43.5
35100,Simcoe North,Green Party,4.5
35100,Simcoe North,Christian Heritage Party,0.6
35101,Spadina--Fort York,NDP-New Democratic Party,27.3
35101,Spadina--Fort York,Green Party,2.1
35101,Spadina--Fort York,Marxist-Leninist,0.1
35101,Spadina--Fort York,PACT,0.2
35101,Spadina--Fort York,Liberal,54.7
35101,Spadina--Fort York,Conservative,15.7
35102,Stormont--Dundas--South Glengarry,NDP-New Democratic Party,8.2
35102,Stormont--Dundas--South Glengarry,Liberal,38.5
35102,Stormont--Dundas--South Glengarry,Green Party,2.2
35102,Stormont--Dundas--South Glengarry,Conservative,51.1
35103,Sudbury,Independent,0.3
35103,Sudbury,Liberal,47.4
35103,Sudbury,NDP-New Democratic Party,27.8
35103,Sudbury,Independent,0.2
35103,Sudbury,Green Party,3
35103,Sudbury,Communist,0.2
35103,Sudbury,Conservative,21.1
35104,Thornhill,Libertarian,1.1
35104,Thornhill,NDP-New Democratic Party,5.2
35104,Thornhill,Liberal,33.8
35104,Thornhill,Seniors Party,0.3
35104,Thornhill,Conservative,58.6
35104,Thornhill,Green Party,1.2
35105,Thunder Bay--Rainy River,Conservative,21.1
35105,Thunder Bay--Rainy River,Green Party,5.2
35105,Thunder Bay--Rainy River,NDP-New Democratic Party,29.7
35105,Thunder Bay--Rainy River,Liberal,44
35106,Thunder Bay--Superior North,NDP-New Democratic Party,23.2
35106,Thunder Bay--Superior North,Liberal,45
35106,Thunder Bay--Superior North,Conservative,17.4
35106,Thunder Bay--Superior North,Green Party,13.8
35106,Thunder Bay--Superior North,Independent,0.6
35107,Timmins--James Bay,NDP-New Democratic Party,42.9
35107,Timmins--James Bay,Conservative,20.4
35107,Timmins--James Bay,Green Party,2
35107,Timmins--James Bay,Liberal,34.7
35108,Toronto Centre,Communist,0.3
35108,Toronto Centre,Green Party,2.6
35108,Toronto Centre,Conservative,12.2
35108,Toronto Centre,Marxist-Leninist,0.2
35108,Toronto Centre,NDP-New Democratic Party,26.6
35108,Toronto Centre,Liberal,57.9
35108,Toronto Centre,Independent,0.3
35109,Toronto--Danforth,Animal Alliance/Environment Voters,0.6
35109,Toronto--Danforth,Liberal,42.3
35109,Toronto--Danforth,Conservative,9.9
35109,Toronto--Danforth,PC Party,2.3
35109,Toronto--Danforth,NDP-New Democratic Party,40.2
35109,Toronto--Danforth,Green Party,4.7
35110,University--Rosedale,The Bridge,0.2
35110,University--Rosedale,Liberal,49.8
35110,University--Rosedale,Communist,0.2
35110,University--Rosedale,NDP-New Democratic Party,28.6
35110,University--Rosedale,Conservative,17.5
35110,University--Rosedale,Animal Alliance/Environment Voters,0.2
35110,University--Rosedale,Marxist-Leninist,0.1
35110,University--Rosedale,Libertarian,0.4
35110,University--Rosedale,Green Party,2.9
35111,Vaughan--Woodbridge,Green Party,1.3
35111,Vaughan--Woodbridge,Conservative,43.9
35111,Vaughan--Woodbridge,Libertarian,1.5
35111,Vaughan--Woodbridge,Liberal,48.7
35111,Vaughan--Woodbridge,NDP-New Democratic Party,4.6
35112,Waterloo,Conservative,32.3
35112,Waterloo,Liberal,49.7
35112,Waterloo,NDP-New Democratic Party,14.9
35112,Waterloo,Animal Alliance/Environment Voters,0.2
35112,Waterloo,Green Party,2.9
35113,Wellington--Halton Hills,CAP,0.3
35113,Wellington--Halton Hills,Green Party,4
35113,Wellington--Halton Hills,Conservative,50.9
35113,Wellington--Halton Hills,NDP-New Democratic Party,8.3
35113,Wellington--Halton Hills,Liberal,36.5
35114,Whitby,Liberal,45
35114,Whitby,Green Party,2.2
35114,Whitby,NDP-New Democratic Party,10.3
35114,Whitby,Independent,0.4
35114,Whitby,Conservative,42.1
35115,Willowdale,Independent,0.5
35115,Willowdale,Green Party,2.2
35115,Willowdale,Liberal,53.4
35115,Willowdale,Conservative,37
35115,Willowdale,NDP-New Democratic Party,7
35116,Windsor--Tecumseh,Marxist-Leninist,0.5
35116,Windsor--Tecumseh,Conservative,27.5
35116,Windsor--Tecumseh,NDP-New Democratic Party,43.5
35116,Windsor--Tecumseh,Green Party,2
35116,Windsor--Tecumseh,Liberal,26.6
35117,Windsor West,Green Party,2.3
35117,Windsor West,Conservative,20.8
35117,Windsor West,NDP-New Democratic Party,51.3
35117,Windsor West,Liberal,25.2
35117,Windsor West,Marxist-Leninist,0.3
35118,York Centre,Conservative,44
35118,York Centre,NDP-New Democratic Party,7.3
35118,York Centre,Green Party,1.8
35118,York Centre,Liberal,46.9
35119,York--Simcoe,NDP-New Democratic Party,8.9
35119,York--Simcoe,Liberal,37.8
35119,York--Simcoe,Conservative,50.2
35119,York--Simcoe,Green Party,3.1
35120,York South--Weston,Liberal,46
35120,York South--Weston,Green Party,2
35120,York South--Weston,Libertarian,2.4
35120,York South--Weston,Conservative,19.2
35120,York South--Weston,NDP-New Democratic Party,30.4
35121,Humber River--Black Creek,NDP-New Democratic Party,10.7
35121,Humber River--Black Creek,Green Party,1.6
35121,Humber River--Black Creek,Marxist-Leninist,0.6
35121,Humber River--Black Creek,Liberal,66.9
35121,Humber River--Black Creek,Conservative,20.2
46001,Brandon--Souris,Conservative,50.3
46001,Brandon--Souris,Green Party,6.1
46001,Brandon--Souris,NDP-New Democratic Party,6.3
46001,Brandon--Souris,Liberal,37.3
46002,Charleswood--St. James--Assiniboia--Headingley,Liberal,52
46002,Charleswood--St. James--Assiniboia--Headingley,Conservative,39
46002,Charleswood--St. James--Assiniboia--Headingley,Green Party,2.9
46002,Charleswood--St. James--Assiniboia--Headingley,NDP-New Democratic Party,6
46003,Churchill--Keewatinook Aski,NDP-New Democratic Party,45
46003,Churchill--Keewatinook Aski,Liberal,42
46003,Churchill--Keewatinook Aski,Green Party,1.8
46003,Churchill--Keewatinook Aski,Libertarian,0.9
46003,Churchill--Keewatinook Aski,Conservative,10.3
46004,Dauphin--Swan River--Neepawa,NDP-New Democratic Party,12.3
46004,Dauphin--Swan River--Neepawa,Independent,8.1
46004,Dauphin--Swan River--Neepawa,Liberal,29.5
46004,Dauphin--Swan River--Neepawa,Conservative,46.3
46004,Dauphin--Swan River--Neepawa,Green Party,3.8
46005,Elmwood--Transcona,NDP-New Democratic Party,34.1
46005,Elmwood--Transcona,Green Party,2.4
46005,Elmwood--Transcona,Liberal,29.5
46005,Elmwood--Transcona,Conservative,34
46006,Kildonan--St. Paul,Conservative,39.8
46006,Kildonan--St. Paul,Independent,0.3
46006,Kildonan--St. Paul,NDP-New Democratic Party,14.3
46006,Kildonan--St. Paul,Liberal,42.7
46006,Kildonan--St. Paul,Christian Heritage Party,1.1
46006,Kildonan--St. Paul,Green Party,1.8
46007,Portage--Lisgar,Conservative,60.8
46007,Portage--Lisgar,Christian Heritage Party,3.2
46007,Portage--Lisgar,Green Party,4
46007,Portage--Lisgar,NDP-New Democratic Party,6.2
46007,Portage--Lisgar,Liberal,25.8
46008,Provencher,Conservative,56.1
46008,Provencher,Liberal,34.7
46008,Provencher,NDP-New Democratic Party,5.3
46008,Provencher,Green Party,4
46009,Saint Boniface--Saint Vital,Conservative,28.7
46009,Saint Boniface--Saint Vital,NDP-New Democratic Party,10.6
46009,Saint Boniface--Saint Vital,Liberal,58.4
46009,Saint Boniface--Saint Vital,Green Party,2.3
46010,Selkirk--Interlake--Eastman,Conservative,51.9
46010,Selkirk--Interlake--Eastman,NDP-New Democratic Party,11.4
46010,Selkirk--Interlake--Eastman,Libertarian,1.8
46010,Selkirk--Interlake--Eastman,Green Party,3.5
46010,Selkirk--Interlake--Eastman,Liberal,31.4
46011,Winnipeg Centre,NDP-New Democratic Party,28
46011,Winnipeg Centre,Christian Heritage Party,0.7
46011,Winnipeg Centre,Liberal,54.5
46011,Winnipeg Centre,Communist,0.4
46011,Winnipeg Centre,Conservative,12.4
46011,Winnipeg Centre,Green Party,4.1
46012,Winnipeg North,NDP-New Democratic Party,13.4
46012,Winnipeg North,Liberal,68.9
46012,Winnipeg North,Green Party,2.4
46012,Winnipeg North,Conservative,15.3
46013,Winnipeg South,Liberal,58.3
46013,Winnipeg South,Conservative,34.7
46013,Winnipeg South,NDP-New Democratic Party,5
46013,Winnipeg South,Green Party,2.1
46014,Winnipeg South Centre,Conservative,28.2
46014,Winnipeg South Centre,Liberal,59.7
46014,Winnipeg South Centre,NDP-New Democratic Party,9
46014,Winnipeg South Centre,Green Party,3.1
47001,Battlefords--Lloydminster,Independent,3.2
47001,Battlefords--Lloydminster,Liberal,16.5
47001,Battlefords--Lloydminster,Conservative,61
47001,Battlefords--Lloydminster,NDP-New Democratic Party,17.6
47001,Battlefords--Lloydminster,Green Party,1.7
47002,Cypress Hills--Grasslands,Conservative,69.2
47002,Cypress Hills--Grasslands,Green Party,2.7
47002,Cypress Hills--Grasslands,NDP-New Democratic Party,13.2
47002,Cypress Hills--Grasslands,Liberal,14.9
47003,Desnethe--Missinippi--Churchill River,Conservative,30.2
47003,Desnethe--Missinippi--Churchill River,NDP-New Democratic Party,34.1
47003,Desnethe--Missinippi--Churchill River,Liberal,33.9
47003,Desnethe--Missinippi--Churchill River,Green Party,1.8
47004,Carlton Trail--Eagle Creek,Conservative,64.7
47004,Carlton Trail--Eagle Creek,Green Party,2.2
47004,Carlton Trail--Eagle Creek,Liberal,14.4
47004,Carlton Trail--Eagle Creek,NDP-New Democratic Party,18.7
47005,Moose Jaw--Lake Centre--Lanigan,NDP-New Democratic Party,23.8
47005,Moose Jaw--Lake Centre--Lanigan,Liberal,18
47005,Moose Jaw--Lake Centre--Lanigan,Conservative,55.5
47005,Moose Jaw--Lake Centre--Lanigan,Green Party,2.3
47005,Moose Jaw--Lake Centre--Lanigan,Rhinoceros,0.5
47006,Prince Albert,NDP-New Democratic Party,28.5
47006,Prince Albert,Conservative,49.8
47006,Prince Albert,Liberal,19.8
47006,Prince Albert,Green Party,1.9
47007,Regina--Lewvan,Liberal,27.5
47007,Regina--Lewvan,Libertarian,0.6
47007,Regina--Lewvan,Conservative,34.9
47007,Regina--Lewvan,Green Party,1.8
47007,Regina--Lewvan,NDP-New Democratic Party,35.2
47008,Regina--Qu'Appelle,Liberal,22.8
47008,Regina--Qu'Appelle,Green Party,2.3
47008,Regina--Qu'Appelle,NDP-New Democratic Party,30.2
47008,Regina--Qu'Appelle,Conservative,44.7
47009,Regina--Wascana,NDP-New Democratic Party,12.6
47009,Regina--Wascana,Liberal,55.1
47009,Regina--Wascana,Conservative,30.3
47009,Regina--Wascana,Green Party,2.1
47010,Saskatoon--Grasswood,NDP-New Democratic Party,30.2
47010,Saskatoon--Grasswood,Green Party,1.8
47010,Saskatoon--Grasswood,Liberal,26.4
47010,Saskatoon--Grasswood,Conservative,41.6
47011,Saskatoon--University,Liberal,25.2
47011,Saskatoon--University,NDP-New Democratic Party,31.5
47011,Saskatoon--University,Green Party,1.5
47011,Saskatoon--University,Rhinoceros,0.2
47011,Saskatoon--University,Conservative,41.5
47012,Saskatoon West,Liberal,24.5
47012,Saskatoon West,NDP-New Democratic Party,39.6
47012,Saskatoon West,Conservative,32.9
47012,Saskatoon West,Libertarian,0.6
47012,Saskatoon West,Green Party,1.7
47012,Saskatoon West,Canada Party,0.7
47013,Souris--Moose Mountain,Liberal,13.5
47013,Souris--Moose Mountain,Green Party,2.6
47013,Souris--Moose Mountain,Conservative,70.1
47013,Souris--Moose Mountain,NDP-New Democratic Party,13.7
47014,Yorkton--Melville,Green Party,2.8
47014,Yorkton--Melville,Liberal,17.8
47014,Yorkton--Melville,NDP-New Democratic Party,20.2
47014,Yorkton--Melville,Conservative,59.2
48001,Banff--Airdrie,NDP-New Democratic Party,6.8
48001,Banff--Airdrie,Green Party,3.8
48001,Banff--Airdrie,Liberal,26.1
48001,Banff--Airdrie,Conservative,63.4
48002,Battle River--Crowfoot,Green Party,3.2
48002,Battle River--Crowfoot,Liberal,9.4
48002,Battle River--Crowfoot,Conservative,80.9
48002,Battle River--Crowfoot,NDP-New Democratic Party,6.5
48003,Bow River,Liberal,13.7
48003,Bow River,Green Party,1.8
48003,Bow River,Democratic Advancement,0.2
48003,Bow River,Independent,1.1
48003,Bow River,NDP-New Democratic Party,5.2
48003,Bow River,Conservative,77.4
48003,Bow River,Christian Heritage Party,0.6
48004,Calgary Centre,Green Party,2.2
48004,Calgary Centre,Conservative,45.3
48004,Calgary Centre,Liberal,46.5
48004,Calgary Centre,Independent,0.4
48004,Calgary Centre,NDP-New Democratic Party,5.6
48005,Calgary Confederation,Liberal,43.5
48005,Calgary Confederation,NDP-New Democratic Party,7.1
48005,Calgary Confederation,Marxist-Leninist,0.2
48005,Calgary Confederation,Green Party,3.2
48005,Calgary Confederation,Conservative,45.9
48006,Calgary Forest Lawn,Libertarian,2
48006,Calgary Forest Lawn,Communist,1
48006,Calgary Forest Lawn,Green Party,3
48006,Calgary Forest Lawn,Conservative,48
48006,Calgary Forest Lawn,NDP-New Democratic Party,9.8
48006,Calgary Forest Lawn,Liberal,36
48006,Calgary Forest Lawn,Democratic Advancement,0.3
48007,Calgary Heritage,Green Party,2.1
48007,Calgary Heritage,Independent,0.1
48007,Calgary Heritage,Conservative,63.8
48007,Calgary Heritage,Independent,0.2
48007,Calgary Heritage,NDP-New Democratic Party,7.3
48007,Calgary Heritage,Liberal,26
48007,Calgary Heritage,Libertarian,0.4
48007,Calgary Heritage,Independent,0.1
48008,Calgary Midnapore,Marxist-Leninist,0.2
48008,Calgary Midnapore,Liberal,22.6
48008,Calgary Midnapore,Conservative,66.7
48008,Calgary Midnapore,Green Party,2.7
48008,Calgary Midnapore,NDP-New Democratic Party,7.7
48009,Calgary Nose Hill,Democratic Advancement,0.3
48009,Calgary Nose Hill,Libertarian,1.3
48009,Calgary Nose Hill,NDP-New Democratic Party,8.9
48009,Calgary Nose Hill,Liberal,26.9
48009,Calgary Nose Hill,Conservative,60
48009,Calgary Nose Hill,Green Party,2.5
48010,Calgary Rocky Ridge,Conservative,60.4
48010,Calgary Rocky Ridge,NDP-New Democratic Party,5.8
48010,Calgary Rocky Ridge,Liberal,31.7
48010,Calgary Rocky Ridge,Green Party,2.1
48011,Calgary Shepard,NDP-New Democratic Party,6.8
48011,Calgary Shepard,Liberal,24.7
48011,Calgary Shepard,Conservative,65.9
48011,Calgary Shepard,Green Party,2.6
48012,Calgary Signal Hill,NDP-New Democratic Party,5
48012,Calgary Signal Hill,Liberal,30.6
48012,Calgary Signal Hill,Green Party,2.5
48012,Calgary Signal Hill,Conservative,60.6
48012,Calgary Signal Hill,Libertarian,1.1
48012,Calgary Signal Hill,Christian Heritage Party,0.3
48013,Calgary Skyview,Marxist-Leninist,0.2
48013,Calgary Skyview,PC Party,2.1
48013,Calgary Skyview,Democratic Advancement,1.7
48013,Calgary Skyview,Liberal,45.9
48013,Calgary Skyview,Green Party,1.9
48013,Calgary Skyview,Conservative,39.8
48013,Calgary Skyview,NDP-New Democratic Party,8
48013,Calgary Skyview,Independent,0.4
48014,Edmonton Centre,Liberal,37.2
48014,Edmonton Centre,Conservative,35
48014,Edmonton Centre,NDP-New Democratic Party,24.5
48014,Edmonton Centre,Green Party,2.6
48014,Edmonton Centre,Rhinoceros,0.5
48014,Edmonton Centre,Independent,0.3
48015,Edmonton Griesbach,Conservative,40
48015,Edmonton Griesbach,Liberal,21.7
48015,Edmonton Griesbach,Libertarian,0.9
48015,Edmonton Griesbach,NDP-New Democratic Party,34
48015,Edmonton Griesbach,Marxist-Leninist,0.2
48015,Edmonton Griesbach,Radical Marijuana,0.6
48015,Edmonton Griesbach,Rhinoceros,0.3
48015,Edmonton Griesbach,Green Party,2.4
48016,Edmonton Manning,Conservative,45.2
48016,Edmonton Manning,Liberal,27.6
48016,Edmonton Manning,Independent,1.1
48016,Edmonton Manning,NDP-New Democratic Party,23.6
48016,Edmonton Manning,Marxist-Leninist,0.3
48016,Edmonton Manning,Green Party,2.2
48017,Edmonton Mill Woods,NDP-New Democratic Party,12.8
48017,Edmonton Mill Woods,Christian Heritage Party,0.6
48017,Edmonton Mill Woods,Green Party,2.2
48017,Edmonton Mill Woods,Libertarian,0.8
48017,Edmonton Mill Woods,Communist,0.2
48017,Edmonton Mill Woods,Liberal,41.2
48017,Edmonton Mill Woods,Independent,1.1
48017,Edmonton Mill Woods,Conservative,41.1
48018,Edmonton Riverbend,Liberal,30.2
48018,Edmonton Riverbend,NDP-New Democratic Party,17.1
48018,Edmonton Riverbend,Conservative,49.9
48018,Edmonton Riverbend,Green Party,2.2
48018,Edmonton Riverbend,Libertarian,0.7
48019,Edmonton Strathcona,Green Party,2.3
48019,Edmonton Strathcona,Pirate,0.4
48019,Edmonton Strathcona,NDP-New Democratic Party,44
48019,Edmonton Strathcona,Rhinoceros,0.2
48019,Edmonton Strathcona,Independent,0.2
48019,Edmonton Strathcona,Marxist-Leninist,0.2
48019,Edmonton Strathcona,Liberal,20.7
48019,Edmonton Strathcona,Independent,0.2
48019,Edmonton Strathcona,Libertarian,0.6
48019,Edmonton Strathcona,Conservative,31.3
48020,Edmonton West,Green Party,1.9
48020,Edmonton West,Libertarian,0.6
48020,Edmonton West,Liberal,34.9
48020,Edmonton West,NDP-New Democratic Party,13
48020,Edmonton West,Conservative,49.3
48020,Edmonton West,Marxist-Leninist,0.2
48021,Edmonton--Wetaskiwin,Liberal,21.5
48021,Edmonton--Wetaskiwin,NDP-New Democratic Party,9.7
48021,Edmonton--Wetaskiwin,Green Party,2.3
48021,Edmonton--Wetaskiwin,Conservative,65.8
48021,Edmonton--Wetaskiwin,Libertarian,0.7
48022,Foothills,Conservative,75.7
48022,Foothills,Liberal,13.4
48022,Foothills,Libertarian,0.7
48022,Foothills,Christian Heritage Party,0.6
48022,Foothills,NDP-New Democratic Party,6.4
48022,Foothills,Green Party,3.3
48023,Fort McMurray--Cold Lake,Libertarian,1.2
48023,Fort McMurray--Cold Lake,Green Party,1.6
48023,Fort McMurray--Cold Lake,Liberal,28.4
48023,Fort McMurray--Cold Lake,Christian Heritage Party,0.6
48023,Fort McMurray--Cold Lake,NDP-New Democratic Party,7.7
48023,Fort McMurray--Cold Lake,Conservative,60.6
48024,Grande Prairie--Mackenzie,Green Party,3.1
48024,Grande Prairie--Mackenzie,Liberal,14.7
48024,Grande Prairie--Mackenzie,NDP-New Democratic Party,8.1
48024,Grande Prairie--Mackenzie,Libertarian,1.1
48024,Grande Prairie--Mackenzie,Conservative,72.9
48025,Lakeland,Libertarian,1.1
48025,Lakeland,Green Party,2.3
48025,Lakeland,Liberal,13.7
48025,Lakeland,Conservative,72.8
48025,Lakeland,NDP-New Democratic Party,10.1
48026,Lethbridge,Christian Heritage Party,1.3
48026,Lethbridge,Conservative,56.8
48026,Lethbridge,Rhinoceros,0.4
48026,Lethbridge,Green Party,2.6
48026,Lethbridge,NDP-New Democratic Party,20.5
48026,Lethbridge,Liberal,18.5
48027,Medicine Hat--Cardston--Warner,Liberal,17.9
48027,Medicine Hat--Cardston--Warner,Conservative,68.8
48027,Medicine Hat--Cardston--Warner,Green Party,2.6
48027,Medicine Hat--Cardston--Warner,Independent,1
48027,Medicine Hat--Cardston--Warner,NDP-New Democratic Party,9.7
48028,Peace River--Westlock,NDP-New Democratic Party,14.4
48028,Peace River--Westlock,Liberal,12.8
48028,Peace River--Westlock,Green Party,2.5
48028,Peace River--Westlock,Libertarian,0.9
48028,Peace River--Westlock,Conservative,69.4
48029,Red Deer--Mountain View,Conservative,74.3
48029,Red Deer--Mountain View,NDP-New Democratic Party,8.4
48029,Red Deer--Mountain View,Liberal,13.4
48029,Red Deer--Mountain View,Pirate,0.5
48029,Red Deer--Mountain View,Green Party,2.6
48029,Red Deer--Mountain View,Libertarian,0.7
48030,Red Deer--Lacombe,Conservative,70.7
48030,Red Deer--Lacombe,NDP-New Democratic Party,11.4
48030,Red Deer--Lacombe,Green Party,2.9
48030,Red Deer--Lacombe,Liberal,15
48031,St. Albert--Edmonton,Conservative,45.2
48031,St. Albert--Edmonton,Liberal,22.5
48031,St. Albert--Edmonton,NDP-New Democratic Party,11.2
48031,St. Albert--Edmonton,Green Party,1.4
48031,St. Albert--Edmonton,Independent,19.7
48032,Sherwood Park--Fort Saskatchewan,Libertarian,1
48032,Sherwood Park--Fort Saskatchewan,NDP-New Democratic Party,9.8
48032,Sherwood Park--Fort Saskatchewan,Independent,2.3
48032,Sherwood Park--Fort Saskatchewan,Liberal,20.4
48032,Sherwood Park--Fort Saskatchewan,Conservative,63.9
48032,Sherwood Park--Fort Saskatchewan,Green Party,2.5
48033,Sturgeon River--Parkland,Conservative,70.2
48033,Sturgeon River--Parkland,Christian Heritage Party,1.1
48033,Sturgeon River--Parkland,NDP-New Democratic Party,10
48033,Sturgeon River--Parkland,Liberal,15.6
48033,Sturgeon River--Parkland,Green Party,3
48034,Yellowhead,Conservative,72.3
48034,Yellowhead,NDP-New Democratic Party,9
48034,Yellowhead,Libertarian,1.6
48034,Yellowhead,Liberal,14.2
48034,Yellowhead,Green Party,2.9
59001,Abbotsford,Conservative,48.3
59001,Abbotsford,Green Party,5
59001,Abbotsford,Marxist-Leninist,0.2
59001,Abbotsford,NDP-New Democratic Party,13.7
59001,Abbotsford,Liberal,32.8
59002,Burnaby North--Seymour,NDP-New Democratic Party,29.6
59002,Burnaby North--Seymour,Liberal,36.1
59002,Burnaby North--Seymour,Independent,0.4
59002,Burnaby North--Seymour,Communist,0.2
59002,Burnaby North--Seymour,Conservative,27.8
59002,Burnaby North--Seymour,Green Party,5.3
59002,Burnaby North--Seymour,Marxist-Leninist,0.1
59002,Burnaby North--Seymour,Libertarian,0.5
59003,Burnaby South,Libertarian,1.1
59003,Burnaby South,Liberal,33.9
59003,Burnaby South,Conservative,27.1
59003,Burnaby South,NDP-New Democratic Party,35.1
59003,Burnaby South,Green Party,2.8
59004,Cariboo--Prince George,Liberal,31.5
59004,Cariboo--Prince George,No Affiliation,0.7
59004,Cariboo--Prince George,Independent,1.2
59004,Cariboo--Prince George,Christian Heritage Party,0.6
59004,Cariboo--Prince George,NDP-New Democratic Party,25.8
59004,Cariboo--Prince George,Conservative,36.6
59004,Cariboo--Prince George,Green Party,3.5
59005,Central Okanagan--Similkameen--Nicola,Conservative,39.6
59005,Central Okanagan--Similkameen--Nicola,Green Party,3.9
59005,Central Okanagan--Similkameen--Nicola,Liberal,37.2
59005,Central Okanagan--Similkameen--Nicola,NDP-New Democratic Party,19.3
59006,Chilliwack--Hope,Green Party,4.7
59006,Chilliwack--Hope,Liberal,33.8
59006,Chilliwack--Hope,Libertarian,0.8
59006,Chilliwack--Hope,NDP-New Democratic Party,18.2
59006,Chilliwack--Hope,Marxist-Leninist,0.2
59006,Chilliwack--Hope,Conservative,42.3
59007,Cloverdale--Langley City,Liberal,45.5
59007,Cloverdale--Langley City,Green Party,4.1
59007,Cloverdale--Langley City,Conservative,34.8
59007,Cloverdale--Langley City,NDP-New Democratic Party,15.7
59008,Coquitlam--Port Coquitlam,Libertarian,1.8
59008,Coquitlam--Port Coquitlam,Conservative,32
59008,Coquitlam--Port Coquitlam,Liberal,35.3
59008,Coquitlam--Port Coquitlam,Green Party,3.7
59008,Coquitlam--Port Coquitlam,NDP-New Democratic Party,27.3
59009,Courtenay--Alberni,Marxist-Leninist,0.2
59009,Courtenay--Alberni,Conservative,28.2
59009,Courtenay--Alberni,NDP-New Democratic Party,38.1
59009,Courtenay--Alberni,Liberal,21.8
59009,Courtenay--Alberni,Green Party,11.7
59010,Cowichan--Malahat--Langford,Conservative,22.8
59010,Cowichan--Malahat--Langford,Marxist-Leninist,0.6
59010,Cowichan--Malahat--Langford,Green Party,16.9
59010,Cowichan--Malahat--Langford,Liberal,23.8
59010,Cowichan--Malahat--Langford,NDP-New Democratic Party,35.9
59011,Delta,Green Party,3.2
59011,Delta,Conservative,32.8
59011,Delta,NDP-New Democratic Party,14.9
59011,Delta,Liberal,49.1
59012,Fleetwood--Port Kells,NDP-New Democratic Party,21.5
59012,Fleetwood--Port Kells,Conservative,29.3
59012,Fleetwood--Port Kells,Liberal,46.9
59012,Fleetwood--Port Kells,Green Party,2.4
59013,Kamloops--Thompson--Cariboo,Green Party,3.6
59013,Kamloops--Thompson--Cariboo,Conservative,35.3
59013,Kamloops--Thompson--Cariboo,Liberal,30.4
59013,Kamloops--Thompson--Cariboo,NDP-New Democratic Party,30.8
59014,Kelowna--Lake Country,NDP-New Democratic Party,14.1
59014,Kelowna--Lake Country,Conservative,39.8
59014,Kelowna--Lake Country,Liberal,46.2
59015,Kootenay--Columbia,Green Party,6.5
59015,Kootenay--Columbia,Liberal,19.5
59015,Kootenay--Columbia,NDP-New Democratic Party,37.2
59015,Kootenay--Columbia,Conservative,36.8
59016,Langley--Aldergrove,Green Party,4.4
59016,Langley--Aldergrove,Liberal,36.6
59016,Langley--Aldergrove,NDP-New Democratic Party,12.5
59016,Langley--Aldergrove,Libertarian,0.9
59016,Langley--Aldergrove,Conservative,45.6
59017,Mission--Matsqui--Fraser Canyon,NDP-New Democratic Party,20.5
59017,Mission--Matsqui--Fraser Canyon,Green Party,5.1
59017,Mission--Matsqui--Fraser Canyon,Independent,2
59017,Mission--Matsqui--Fraser Canyon,Liberal,37.2
59017,Mission--Matsqui--Fraser Canyon,Conservative,34.9
59017,Mission--Matsqui--Fraser Canyon,Marxist-Leninist,0.1
59018,Nanaimo--Ladysmith,Marxist-Leninist,0.2
59018,Nanaimo--Ladysmith,Conservative,23.4
59018,Nanaimo--Ladysmith,NDP-New Democratic Party,33.2
59018,Nanaimo--Ladysmith,Green Party,19.8
59018,Nanaimo--Ladysmith,Liberal,23.5
59019,New Westminster--Burnaby,Libertarian,2.6
59019,New Westminster--Burnaby,Conservative,20
59019,New Westminster--Burnaby,NDP-New Democratic Party,43.5
59019,New Westminster--Burnaby,Liberal,29
59019,New Westminster--Burnaby,Green Party,4.7
59019,New Westminster--Burnaby,Marxist-Leninist,0.3
59020,North Okanagan--Shuswap,Conservative,39.3
59020,North Okanagan--Shuswap,Liberal,29.9
59020,North Okanagan--Shuswap,Green Party,5.2
59020,North Okanagan--Shuswap,NDP-New Democratic Party,25.6
59021,North Vancouver,Independent,0.1
59021,North Vancouver,Green Party,8.3
59021,North Vancouver,Conservative,26.9
59021,North Vancouver,NDP-New Democratic Party,7.8
59021,North Vancouver,Liberal,56.7
59021,North Vancouver,Libertarian,0.2
59022,Pitt Meadows--Maple Ridge,NDP-New Democratic Party,29.6
59022,Pitt Meadows--Maple Ridge,Conservative,31.4
59022,Pitt Meadows--Maple Ridge,Independent,0.9
59022,Pitt Meadows--Maple Ridge,Liberal,33.9
59022,Pitt Meadows--Maple Ridge,Green Party,4.2
59023,Port Moody--Coquitlam,Liberal,30.9
59023,Port Moody--Coquitlam,NDP-New Democratic Party,36
59023,Port Moody--Coquitlam,Conservative,29.5
59023,Port Moody--Coquitlam,Green Party,3.4
59023,Port Moody--Coquitlam,Marxist-Leninist,0.2
59024,Prince George--Peace River--Northern Rockies,Green Party,5.2
59024,Prince George--Peace River--Northern Rockies,PC Party,0.9
59024,Prince George--Peace River--Northern Rockies,NDP-New Democratic Party,15.5
59024,Prince George--Peace River--Northern Rockies,Libertarian,1.1
59024,Prince George--Peace River--Northern Rockies,Liberal,24.9
